Animal,Dam,Sire,Family_text,Family_Number,Treatment,Size,Score,Aragonite,Predicted_mortality
 S.COARL2.89.09,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.10,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.11,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.12,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.13,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.14,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.15,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.16,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.17,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.18,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.19,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.20,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.21,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.22,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.23,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.24,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.25,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.26,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.27,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.28,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.29,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.89.30,F12,M23,eighty nine,89,SW,,,2,
 S.COARL2.90.01,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.02,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.03,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.04,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.05,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.06,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.07,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.08,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.09,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.10,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.11,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.12,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.13,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.14,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.15,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.16,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.17,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.18,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.19,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.20,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.21,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.22,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.23,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.24,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.25,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.26,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.27,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.28,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.29,F12,M24,ninety,90,SW,,,2,
 S.COARL2.90.30,F12,M24,ninety,90,SW,,,2,
 S.COARL2.91.01,F1,M22,ninety one,91,SW,80.65,G,2,
 S.COARL2.91.02,F1,M22,ninety one,91,SW,77.7,G,2,
 S.COARL2.91.03,F1,M22,ninety one,91,SW,76.94,G,2,
 S.COARL2.91.04,F1,M22,ninety one,91,SW,78.62,G,2,
 S.COARL2.91.05,F1,M22,ninety one,91,SW,80.73,G,2,
 S.COARL2.91.06,F1,M22,ninety one,91,SW,77.4,G,2,
 S.COARL2.91.07,F1,M22,ninety one,91,SW,77.74,G,2,
 S.COARL2.91.08,F1,M22,ninety one,91,SW,80.47,G,2,
 S.COARL2.91.09,F1,M22,ninety one,91,SW,76.56,G,2,
 S.COARL2.91.10,F1,M22,ninety one,91,SW,79,G,2,
 S.COARL2.91.11,F1,M22,ninety one,91,SW,82.98,G,2,
 S.COARL2.91.12,F1,M22,ninety one,91,SW,78.95,G,2,
 S.COARL2.91.13,F1,M22,ninety one,91,SW,76.2,G,2,
 S.COARL2.91.14,F1,M22,ninety one,91,SW,78.17,G,2,
 S.COARL2.91.15,F1,M22,ninety one,91,SW,77.62,G,2,
 S.COARL2.91.16,F1,M22,ninety one,91,SW,80.33,G,2,
 S.COARL2.91.17,F1,M22,ninety one,91,SW,78.86,G,2,
 S.COARL2.91.18,F1,M22,ninety one,91,SW,77.75,G,2,
 S.COARL2.91.19,F1,M22,ninety one,91,SW,78,G,2,
 S.COARL2.91.20,F1,M22,ninety one,91,SW,78.17,G,2,
 S.COARL2.91.21,F1,M22,ninety one,91,SW,79.2,G,2,
 S.COARL2.91.22,F1,M22,ninety one,91,SW,73.54,G,2,
 S.COARL2.91.23,F1,M22,ninety one,91,SW,78.59,G,2,
 S.COARL2.91.24,F1,M22,ninety one,91,SW,84.32,G,2,
 S.COARL2.91.25,F1,M22,ninety one,91,SW,83.35,G,2,
 S.COARL2.91.26,F1,M22,ninety one,91,SW,80.97,G,2,
 S.COARL2.91.27,F1,M22,ninety one,91,SW,78.05,G,2,
 S.COARL2.91.28,F1,M22,ninety one,91,SW,78.9,G,2,
 S.COARL2.91.29,F1,M22,ninety one,91,SW,77.74,G,2,
 S.COARL2.91.30,F1,M22,ninety one,91,SW,75.9,G,2,
 S.COARL2.92.01,F1,M23,ninety two,92,SW,82.42,D,2,
 S.COARL2.92.02,F1,M23,ninety two,92,SW,72.17,G,2,
 S.COARL2.92.03,F1,M23,ninety two,92,SW,77.12,G,2,
 S.COARL2.92.04,F1,M23,ninety two,92,SW,76.94,G,2,
 S.COARL2.92.05,F1,M23,ninety two,92,SW,77.44,E,2,
 S.COARL2.92.06,F1,M23,ninety two,92,SW,79.52,G,2,
 S.COARL2.92.07,F1,M23,ninety two,92,SW,80.24,D,2,
 S.COARL2.92.08,F1,M23,ninety two,92,SW,79.66,G,2,
 S.COARL2.92.09,F1,M23,ninety two,92,SW,77.43,D,2,
 S.COARL2.92.10,F1,M23,ninety two,92,SW,76.86,D,2,
 S.COARL2.92.11,F1,M23,ninety two,92,SW,74.79,G,2,
 S.COARL2.92.12,F1,M23,ninety two,92,SW,75.01,E,2,
 S.COARL2.92.13,F1,M23,ninety two,92,SW,78.84,G,2,
 S.COARL2.92.14,F1,M23,ninety two,92,SW,73.77,G,2,
 S.COARL2.92.15,F1,M23,ninety two,92,SW,82.16,G,2,
 S.COARL2.92.16,F1,M23,ninety two,92,SW,76.41,G,2,
 S.COARL2.92.17,F1,M23,ninety two,92,SW,79.89,D,2,
 S.COARL2.92.18,F1,M23,ninety two,92,SW,79.7,G,2,
 S.COARL2.92.19,F1,M23,ninety two,92,SW,75.36,C,2,
 S.COARL2.92.20,F1,M23,ninety two,92,SW,75.41,G,2,
 S.COARL2.92.21,F1,M23,ninety two,92,SW,73.67,G,2,
 S.COARL2.92.22,F1,M23,ninety two,92,SW,80.51,G,2,
 S.COARL2.92.23,F1,M23,ninety two,92,SW,82.16,D,2,
 S.COARL2.92.24,F1,M23,ninety two,92,SW,73.72,G,2,
 S.COARL2.92.25,F1,M23,ninety two,92,SW,73.83,E,2,
 S.COARL2.92.26,F1,M23,ninety two,92,SW,78.84,G,2,
 S.COARL2.92.27,F1,M23,ninety two,92,SW,74.14,E,2,
 S.COARL2.92.28,F1,M23,ninety two,92,SW,75.16,D,2,
 S.COARL2.92.29,F1,M23,ninety two,92,SW,78.2,C,2,
 S.COARL2.92.30,F1,M23,ninety two,92,SW,78.75,E,2,
 S.COARL2.93.01,F1,M24,ninety three,93,SW,77.77,G,2,
 S.COARL2.93.02,F1,M24,ninety three,93,SW,79.63,G,2,
 S.COARL2.93.03,F1,M24,ninety three,93,SW,78.98,G,2,
 S.COARL2.93.04,F1,M24,ninety three,93,SW,74.26,G,2,
 S.COARL2.93.05,F1,M24,ninety three,93,SW,77.65,G,2,
 S.COARL2.93.06,F1,M24,ninety three,93,SW,80.06,A,2,
 S.COARL2.93.07,F1,M24,ninety three,93,SW,82.82,D,2,
 S.COARL2.93.08,F1,M24,ninety three,93,SW,79.21,G,2,
 S.COARL2.93.09,F1,M24,ninety three,93,SW,78.07,G,2,
 S.COARL2.93.10,F1,M24,ninety three,93,SW,78.98,G,2,
 S.COARL2.93.11,F1,M24,ninety three,93,SW,78.98,G,2,
 S.COARL2.93.12,F1,M24,ninety three,93,SW,78.25,G,2,
 S.COARL2.93.13,F1,M24,ninety three,93,SW,80.86,G,2,
 S.COARL2.93.14,F1,M24,ninety three,93,SW,78.18,G,2,
 S.COARL2.93.15,F1,M24,ninety three,93,SW,75.21,G,2,
 S.COARL2.93.16,F1,M24,ninety three,93,SW,77.71,G,2,
 S.COARL2.93.17,F1,M24,ninety three,93,SW,77.47,G,2,
 S.COARL2.93.18,F1,M24,ninety three,93,SW,79.04,G,2,
 S.COARL2.93.19,F1,M24,ninety three,93,SW,76.31,G,2,
 S.COARL2.93.20,F1,M24,ninety three,93,SW,76.71,G,2,
 S.COARL2.93.21,F1,M24,ninety three,93,SW,77.63,G,2,
 S.COARL2.93.22,F1,M24,ninety three,93,SW,80.09,G,2,
 S.COARL2.93.23,F1,M24,ninety three,93,SW,74.55,C,2,
 S.COARL2.93.24,F1,M24,ninety three,93,SW,80.75,E,2,
 S.COARL2.93.25,F1,M24,ninety three,93,SW,78.6,G,2,
 S.COARL2.93.26,F1,M24,ninety three,93,SW,77.94,G,2,
 S.COARL2.93.27,F1,M24,ninety three,93,SW,82.48,G,2,
 S.COARL2.93.28,F1,M24,ninety three,93,SW,82.19,G,2,
 S.COARL2.93.29,F1,M24,ninety three,93,SW,81.71,G,2,
 S.COARL2.93.30,F1,M24,ninety three,93,SW,79.4,G,2,
 S.COARL2.94.01,F2,M23,ninety four,94,SW,74.46,B,2,
 S.COARL2.94.02,F2,M23,ninety four,94,SW,74.03,B,2,
 S.COARL2.94.03,F2,M23,ninety four,94,SW,74.44,B,2,
 S.COARL2.94.04,F2,M23,ninety four,94,SW,74.86,B,2,
 S.COARL2.94.05,F2,M23,ninety four,94,SW,81.38,G,2,
 S.COARL2.94.06,F2,M23,ninety four,94,SW,80.09,B,2,
 S.COARL2.94.07,F2,M23,ninety four,94,SW,78.44,G,2,
 S.COARL2.94.08,F2,M23,ninety four,94,SW,76.08,B,2,
 S.COARL2.94.09,F2,M23,ninety four,94,SW,74.7,G,2,
 S.COARL2.94.10,F2,M23,ninety four,94,SW,81.04,B,2,
 S.COARL2.94.11,F2,M23,ninety four,94,SW,82.53,G,2,
 S.COARL2.94.12,F2,M23,ninety four,94,SW,74.84,B,2,
 S.COARL2.94.13,F2,M23,ninety four,94,SW,77.5,E,2,
 S.COARL2.94.14,F2,M23,ninety four,94,SW,74.69,G,2,
 S.COARL2.94.15,F2,M23,ninety four,94,SW,79.34,B,2,
 S.COARL2.94.16,F2,M23,ninety four,94,SW,77.65,G,2,
 S.COARL2.94.17,F2,M23,ninety four,94,SW,77.69,G,2,
 S.COARL2.94.18,F2,M23,ninety four,94,SW,73.04,G,2,
 S.COARL2.94.19,F2,M23,ninety four,94,SW,76.49,E,2,
 S.COARL2.94.20,F2,M23,ninety four,94,SW,78.95,B,2,
 S.COARL2.94.21,F2,M23,ninety four,94,SW,77.65,G,2,
 S.COARL2.94.22,F2,M23,ninety four,94,SW,81.05,B,2,
 S.COARL2.94.23,F2,M23,ninety four,94,SW,73,G,2,
 S.COARL2.94.24,F2,M23,ninety four,94,SW,79.4,G,2,
 S.COARL2.94.25,F2,M23,ninety four,94,SW,79.36,G,2,
 S.COARL2.94.26,F2,M23,ninety four,94,SW,78.05,G,2,
 S.COARL2.94.27,F2,M23,ninety four,94,SW,77.75,E,2,
 S.COARL2.94.28,F2,M23,ninety four,94,SW,73.23,E,2,
 S.COARL2.94.29,F2,M23,ninety four,94,SW,74.43,G,2,
 S.COARL2.94.30,F2,M23,ninety four,94,SW,73.19,G,2,
 S.COARL2.95.01,F2,M24,ninety five,95,SW,76.48,B,2,
 S.COARL2.95.02,F2,M24,ninety five,95,SW,71.46,C,2,
 S.COARL2.95.03,F2,M24,ninety five,95,SW,74.76,B,2,
 S.COARL2.95.04,F2,M24,ninety five,95,SW,78.57,E,2,
 S.COARL2.95.05,F2,M24,ninety five,95,SW,75.05,B,2,
 S.COARL2.95.06,F2,M24,ninety five,95,SW,68.19,B,2,
 S.COARL2.95.07,F2,M24,ninety five,95,SW,73.72,E,2,
 S.COARL2.95.08,F2,M24,ninety five,95,SW,76.59,B,2,
 S.COARL2.95.09,F2,M24,ninety five,95,SW,73.26,C,2,
 S.COARL2.95.10,F2,M24,ninety five,95,SW,78.2,G,2,
 S.COARL2.95.11,F2,M24,ninety five,95,SW,72.43,G,2,
 S.COARL2.95.12,F2,M24,ninety five,95,SW,74.59,C,2,
 S.COARL2.95.13,F2,M24,ninety five,95,SW,70.17,F,2,
 S.COARL2.95.14,F2,M24,ninety five,95,SW,78.57,C,2,
 S.COARL2.95.15,F2,M24,ninety five,95,SW,77.53,E,2,
 S.COARL2.95.16,F2,M24,ninety five,95,SW,77.78,B,2,
 S.COARL2.95.17,F2,M24,ninety five,95,SW,80.32,G,2,
 S.COARL2.95.18,F2,M24,ninety five,95,SW,,G,2,
 S.COARL2.95.19,F2,M24,ninety five,95,SW,69.91,E,2,
 S.COARL2.95.20,F2,M24,ninety five,95,SW,75.45,C,2,
 S.COARL2.95.21,F2,M24,ninety five,95,SW,77.54,G,2,
 S.COARL2.95.22,F2,M24,ninety five,95,SW,76.23,G,2,
 S.COARL2.95.23,F2,M24,ninety five,95,SW,77.26,E,2,
 S.COARL2.95.24,F2,M24,ninety five,95,SW,73.53,G,2,
 S.COARL2.95.25,F2,M24,ninety five,95,SW,80.01,B,2,
 S.COARL2.95.26,F2,M24,ninety five,95,SW,78.26,B,2,
 S.COARL2.95.27,F2,M24,ninety five,95,SW,71.33,C,2,
 S.COARL2.95.28,F2,M24,ninety five,95,SW,64.04,D,2,
 S.COARL2.95.29,F2,M24,ninety five,95,SW,72.93,E,2,
 S.COARL2.95.30,F2,M24,ninety five,95,SW,71.75,G,2,
 S.COARL2.96.01,F3,M24,ninety six,96,SW,74.3,B,2,
 S.COARL2.96.02,F3,M24,ninety six,96,SW,70.21,G,2,
 S.COARL2.96.03,F3,M24,ninety six,96,SW,73.23,C,2,
 S.COARL2.96.04,F3,M24,ninety six,96,SW,75.8,B,2,
 S.COARL2.96.05,F3,M24,ninety six,96,SW,77.01,G,2,
 S.COARL2.96.06,F3,M24,ninety six,96,SW,72.99,D,2,
 S.COARL2.96.07,F3,M24,ninety six,96,SW,76.76,G,2,
 S.COARL2.96.08,F3,M24,ninety six,96,SW,73.64,G,2,
 S.COARL2.96.09,F3,M24,ninety six,96,SW,71.1,E,2,
 S.COARL2.96.10,F3,M24,ninety six,96,SW,59.08,B,2,
 S.COARL2.96.11,F3,M24,ninety six,96,SW,74.47,A,2,
 S.COARL2.96.12,F3,M24,ninety six,96,SW,76.88,G,2,
 S.COARL2.96.13,F3,M24,ninety six,96,SW,75.58,G,2,
 S.COARL2.96.14,F3,M24,ninety six,96,SW,75.41,G,2,
 S.COARL2.96.15,F3,M24,ninety six,96,SW,74.85,G,2,
 S.COARL2.96.16,F3,M24,ninety six,96,SW,69.45,G,2,
 S.COARL2.96.17,F3,M24,ninety six,96,SW,75.52,G,2,
 S.COARL2.96.18,F3,M24,ninety six,96,SW,70.04,G,2,
 S.COARL2.96.19,F3,M24,ninety six,96,SW,72.89,E,2,
 S.COARL2.96.20,F3,M24,ninety six,96,SW,73.44,C,2,
 S.COARL2.96.21,F3,M24,ninety six,96,SW,76.55,D,2,
 S.COARL2.96.22,F3,M24,ninety six,96,SW,75.45,G,2,
 S.COARL2.96.23,F3,M24,ninety six,96,SW,71.37,E,2,
 S.COARL2.96.24,F3,M24,ninety six,96,SW,76.52,G,2,
 S.COARL2.96.25,F3,M24,ninety six,96,SW,70.77,G,2,
 S.COARL2.96.26,F3,M24,ninety six,96,SW,72.15,G,2,
 S.COARL2.96.27,F3,M24,ninety six,96,SW,70.45,B,2,
 S.COARL2.96.28,F3,M24,ninety six,96,SW,73.99,C,2,
 S.COARL2.96.29,F3,M24,ninety six,96,SW,76.77,C,2,
 S.COARL2.96.30,F3,M24,ninety six,96,SW,76.2,G,2,
 S.COARL2.97.01,F1,M25,ninety seven,97,SW,75.7,B,2,
 S.COARL2.97.02,F1,M25,ninety seven,97,SW,79.41,B,2,
 S.COARL2.97.03,F1,M25,ninety seven,97,SW,75.2,B,2,
 S.COARL2.97.04,F1,M25,ninety seven,97,SW,76.75,G,2,
 S.COARL2.97.05,F1,M25,ninety seven,97,SW,71.07,G,2,
 S.COARL2.97.06,F1,M25,ninety seven,97,SW,77.51,E,2,
 S.COARL2.97.07,F1,M25,ninety seven,97,SW,80.33,G,2,
 S.COARL2.97.08,F1,M25,ninety seven,97,SW,72.49,E,2,
 S.COARL2.97.09,F1,M25,ninety seven,97,SW,74.96,C,2,
 S.COARL2.97.10,F1,M25,ninety seven,97,SW,76.84,E,2,
 S.COARL2.97.11,F1,M25,ninety seven,97,SW,80.5,E,2,
 S.COARL2.97.12,F1,M25,ninety seven,97,SW,76.63,E,2,
 S.COARL2.97.13,F1,M25,ninety seven,97,SW,75.52,B,2,
 S.COARL2.97.14,F1,M25,ninety seven,97,SW,72.08,B,2,
 S.COARL2.97.15,F1,M25,ninety seven,97,SW,73.76,A,2,
 S.COARL2.97.16,F1,M25,ninety seven,97,SW,74.59,G,2,
 S.COARL2.97.17,F1,M25,ninety seven,97,SW,79.84,G,2,
 S.COARL2.97.18,F1,M25,ninety seven,97,SW,75.41,B,2,
 S.COARL2.97.19,F1,M25,ninety seven,97,SW,75.9,B,2,
 S.COARL2.97.20,F1,M25,ninety seven,97,SW,80.14,G,2,
 S.COARL2.97.21,F1,M25,ninety seven,97,SW,78.49,B,2,
 S.COARL2.97.22,F1,M25,ninety seven,97,SW,75.41,B,2,
 S.COARL2.97.23,F1,M25,ninety seven,97,SW,74.18,A,2,
 S.COARL2.97.24,F1,M25,ninety seven,97,SW,77.21,B,2,
 S.COARL2.97.25,F1,M25,ninety seven,97,SW,75.9,B,2,
 S.COARL2.97.26,F1,M25,ninety seven,97,SW,,A,2,
 S.COARL2.97.27,F1,M25,ninety seven,97,SW,,A,2,
 S.COARL2.97.28,F1,M25,ninety seven,97,SW,,G,2,
 S.COARL2.97.29,F1,M25,ninety seven,97,SW,,C,2,
 S.COARL2.97.30,F1,M25,ninety seven,97,SW,,A,2,
 S.COARL2.98.01,F2,M25,ninety eight,98,SW,74.46,A,2,
 S.COARL2.98.02,F2,M25,ninety eight,98,SW,72.43,A,2,
 S.COARL2.98.03,F2,M25,ninety eight,98,SW,75.44,A,2,
 S.COARL2.98.04,F2,M25,ninety eight,98,SW,73.36,A,2,
 S.COARL2.98.05,F2,M25,ninety eight,98,SW,71.54,E,2,
 S.COARL2.98.06,F2,M25,ninety eight,98,SW,72.96,G,2,
 S.COARL2.98.07,F2,M25,ninety eight,98,SW,73.64,E,2,
 S.COARL2.98.08,F2,M25,ninety eight,98,SW,71.83,G,2,
 S.COARL2.98.09,F2,M25,ninety eight,98,SW,71.06,G,2,
 S.COARL2.98.10,F2,M25,ninety eight,98,SW,70.17,G,2,
 S.COARL2.98.11,F2,M25,ninety eight,98,SW,69.2,G,2,
 S.COARL2.98.12,F2,M25,ninety eight,98,SW,69.5,D,2,
 S.COARL2.98.13,F2,M25,ninety eight,98,SW,68.34,D,2,
 S.COARL2.98.14,F2,M25,ninety eight,98,SW,67.37,G,2,
 S.COARL2.98.15,F2,M25,ninety eight,98,SW,67.13,A,2,
 S.COARL2.98.16,F2,M25,ninety eight,98,SW,69.26,A,2,
 S.COARL2.98.17,F2,M25,ninety eight,98,SW,72.95,A,2,
 S.COARL2.98.18,F2,M25,ninety eight,98,SW,71.09,B,2,
 S.COARL2.98.19,F2,M25,ninety eight,98,SW,66.78,B,2,
 S.COARL2.98.20,F2,M25,ninety eight,98,SW,73.24,D,2,
 S.COARL2.98.21,F2,M25,ninety eight,98,SW,72.68,E,2,
 S.COARL2.98.22,F2,M25,ninety eight,98,SW,71.69,E,2,
 S.COARL2.98.23,F2,M25,ninety eight,98,SW,72.97,E,2,
 S.COARL2.98.24,F2,M25,ninety eight,98,SW,70.18,G,2,
 S.COARL2.98.25,F2,M25,ninety eight,98,SW,72.97,A,2,
 S.COARL2.98.26,F2,M25,ninety eight,98,SW,69.51,D,2,
 S.COARL2.98.27,F2,M25,ninety eight,98,SW,72.42,A,2,
 S.COARL2.98.28,F2,M25,ninety eight,98,SW,67.78,A,2,
 S.COARL2.98.29,F2,M25,ninety eight,98,SW,72.31,B,2,
 S.COARL2.98.30,F2,M25,ninety eight,98,SW,69.01,A,2,
 S.COARL2.99.01,F2,M26,ninety nine,99,SW,78.29,B,2,
 S.COARL2.99.02,F2,M26,ninety nine,99,SW,73.48,B,2,
 S.COARL2.99.03,F2,M26,ninety nine,99,SW,73.45,G,2,
 S.COARL2.99.04,F2,M26,ninety nine,99,SW,78.49,B,2,
 S.COARL2.99.05,F2,M26,ninety nine,99,SW,72.07,C,2,
 S.COARL2.99.06,F2,M26,ninety nine,99,SW,78.95,B,2,
 S.COARL2.99.07,F2,M26,ninety nine,99,SW,77.82,B,2,
 S.COARL2.99.08,F2,M26,ninety nine,99,SW,74.47,B,2,
 S.COARL2.99.09,F2,M26,ninety nine,99,SW,73.54,B,2,
 S.COARL2.99.10,F2,M26,ninety nine,99,SW,76.09,A,2,
 S.COARL2.99.11,F2,M26,ninety nine,99,SW,74.97,G,2,
 S.COARL2.99.12,F2,M26,ninety nine,99,SW,75.44,B,2,
 S.COARL2.99.13,F2,M26,ninety nine,99,SW,75.86,A,2,
 S.COARL2.99.14,F2,M26,ninety nine,99,SW,74.59,A,2,
 S.COARL2.99.15,F2,M26,ninety nine,99,SW,76.57,G,2,
 S.COARL2.99.16,F2,M26,ninety nine,99,SW,70.88,B,2,
 S.COARL2.99.17,F2,M26,ninety nine,99,SW,75.65,B,2,
 S.COARL2.99.18,F2,M26,ninety nine,99,SW,73.65,G,2,
 S.COARL2.99.19,F2,M26,ninety nine,99,SW,73.19,G,2,
 S.COARL2.99.20,F2,M26,ninety nine,99,SW,72.17,B,2,
 S.COARL2.99.21,F2,M26,ninety nine,99,SW,78.08,A,2,
 S.COARL2.99.22,F2,M26,ninety nine,99,SW,75.11,A,2,
 S.COARL2.99.23,F2,M26,ninety nine,99,SW,75.44,A,2,
 S.COARL2.99.24,F2,M26,ninety nine,99,SW,77.25,A,2,
 S.COARL2.99.25,F2,M26,ninety nine,99,SW,81.87,G,2,
 S.COARL2.99.26,F2,M26,ninety nine,99,SW,75.84,A,2,
 S.COARL2.99.27,F2,M26,ninety nine,99,SW,74.79,A,2,
 S.COARL2.99.28,F2,M26,ninety nine,99,SW,81.36,G,2,
 S.COARL2.99.29,F2,M26,ninety nine,99,SW,75.11,A,2,
 S.COARL2.99.30,F2,M26,ninety nine,99,SW,79.11,G,2,
 S.COARL2.100.01,F3,M25,one hundred,100,SW,72.08,C,2,
 S.COARL2.100.02,F3,M25,one hundred,100,SW,72.65,G,2,
 S.COARL2.100.03,F3,M25,one hundred,100,SW,73.04,D,2,
 S.COARL2.100.04,F3,M25,one hundred,100,SW,73.04,B,2,
 S.COARL2.100.05,F3,M25,one hundred,100,SW,69.53,B,2,
 S.COARL2.100.06,F3,M25,one hundred,100,SW,72.69,G,2,
 S.COARL2.100.07,F3,M25,one hundred,100,SW,70.57,G,2,
 S.COARL2.100.08,F3,M25,one hundred,100,SW,71.08,A,2,
 S.COARL2.100.09,F3,M25,one hundred,100,SW,75.75,G,2,
 S.COARL2.100.10,F3,M25,one hundred,100,SW,70.65,E,2,
 S.COARL2.100.11,F3,M25,one hundred,100,SW,72.25,G,2,
 S.COARL2.100.12,F3,M25,one hundred,100,SW,77.26,D,2,
 S.COARL2.100.13,F3,M25,one hundred,100,SW,77.5,G,2,
 S.COARL2.100.14,F3,M25,one hundred,100,SW,69.26,G,2,
 S.COARL2.100.15,F3,M25,one hundred,100,SW,67.76,C,2,
 S.COARL2.100.16,F3,M25,one hundred,100,SW,73.88,G,2,
 S.COARL2.100.17,F3,M25,one hundred,100,SW,68.82,C,2,
 S.COARL2.100.18,F3,M25,one hundred,100,SW,69.44,C,2,
 S.COARL2.100.19,F3,M25,one hundred,100,SW,70.16,D,2,
 S.COARL2.100.20,F3,M25,one hundred,100,SW,71.15,C,2,
 S.COARL2.100.21,F3,M25,one hundred,100,SW,70.56,E,2,
 S.COARL2.100.22,F3,M25,one hundred,100,SW,74.61,G,2,
 S.COARL2.100.23,F3,M25,one hundred,100,SW,70.87,D,2,
 S.COARL2.100.24,F3,M25,one hundred,100,SW,67.52,G,2,
 S.COARL2.100.25,F3,M25,one hundred,100,SW,69.86,G,2,
 S.COARL2.100.26,F3,M25,one hundred,100,SW,74.58,D,2,
 S.COARL2.100.27,F3,M25,one hundred,100,SW,72.9,C,2,
 S.COARL2.100.28,F3,M25,one hundred,100,SW,71.66,G,2,
 S.COARL2.100.29,F3,M25,one hundred,100,SW,71.18,D,2,
 S.COARL2.100.30,F3,M25,one hundred,100,SW,,A,2,
 S.COARL2.101.01,F3,M26,one hundred one,101,SW,73.76,G,2,
 S.COARL2.101.02,F3,M26,one hundred one,101,SW,67.69,E,2,
 S.COARL2.101.03,F3,M26,one hundred one,101,SW,74.37,G,2,
 S.COARL2.101.04,F3,M26,one hundred one,101,SW,70.42,D,2,
 S.COARL2.101.05,F3,M26,one hundred one,101,SW,69.84,G,2,
 S.COARL2.101.06,F3,M26,one hundred one,101,SW,70.95,G,2,
 S.COARL2.101.07,F3,M26,one hundred one,101,SW,71.53,D,2,
 S.COARL2.101.08,F3,M26,one hundred one,101,SW,69.93,G,2,
 S.COARL2.101.09,F3,M26,one hundred one,101,SW,71.7,G,2,
 S.COARL2.101.10,F3,M26,one hundred one,101,SW,65.96,D,2,
 S.COARL2.101.11,F3,M26,one hundred one,101,SW,73.76,G,2,
 S.COARL2.101.12,F3,M26,one hundred one,101,SW,75.3,G,2,
 S.COARL2.101.13,F3,M26,one hundred one,101,SW,67.54,B,2,
 S.COARL2.101.14,F3,M26,one hundred one,101,SW,68.82,G,2,
 S.COARL2.101.15,F3,M26,one hundred one,101,SW,72.3,G,2,
 S.COARL2.101.16,F3,M26,one hundred one,101,SW,65.9,E,2,
